log_id,camera_id,detected_at,object_class,confidence,bbox_x,bbox_y,bbox_width,bbox_height
911,3,2024-06-05 10:17:00,person,0.882,1126,14,272,215
912,4,2024-06-07 23:17:00,vehicle,0.888,929,831,36,216
913,4,2024-06-02 09:24:00,person,0.866,1534,389,161,49
914,3,2024-06-03 17:30:00,person,0.887,1579,610,27,252
916,3,2024-06-06 02:26:00,person,0.927,1751,955,93,74
917,1,2024-06-03 11:02:00,vehicle,0.81,1155,79,137,266
918,3,2024-06-03 10:54:00,vehicle,0.72,1245,376,175,136
919,1,2024-06-05 11:00:00,person,0.99,73,48,216,86
920,3,2024-06-07 01:10:00,person,0.99,1503,407,180,75
921,1,2024-06-04 23:32:00,person,0.849,1520,96,130,229
922,3,2024-06-05 04:23:00,person,0.892,1230,704,100,66
923,4,2024-06-01 15:47:00,person,0.765,40,71,239,171
924,1,2024-06-01 10:55:00,person,0.965,1645,891,178,84
925,1,2024-06-02 19:49:00,vehicle,0.842,1295,660,219,71
926,3,2024-06-05 21:24:00,person,0.896,1172,911,65,102
927,2,2024-06-06 00:46:00,vehicle,0.57,668,221,295,60
928,1,2024-06-02 00:30:00,person,0.718,730,9,65,136
929,4,2024-06-04 03:05:00,person,0.811,58,356,141,277
930,1,2024-06-05 18:41:00,person,0.718,829,626,239,49
931,1,2024-06-04 18:41:00,vehicle,0.828,311,640,114,128
932,4,2024-06-06 23:03:00,person,0.84,624,852,82,33
933,3,2024-06-04 14:32:00,vehicle,0.878,7,766,188,288
934,4,2024-06-01 16:10:00,vehicle,0.941,98,348,214,82
935,1,2024-06-06 17:15:00,person,0.75,1615,30,22,203
936,4,2024-06-01 05:48:00,person,0.842,63,100,211,58
937,2,2024-06-06 19:28:00,vehicle,0.701,1391,733,295,58
938,1,2024-06-06 03:51:00,person,0.869,1566,192,267,173
939,2,2024-06-01 11:39:00,person,0.814,899,44,241,137
940,3,2024-06-03 22:15:00,vehicle,0.561,615,733,273,209
941,2,2024-06-02 03:27:00,vehicle,0.773,129,389,91,86
942,3,2024-06-03 16:50:00,person,0.939,923,612,289,262
944,4,2024-06-07 11:19:00,vehicle,0.928,1185,590,229,238
945,3,2024-06-07 21:23:00,person,0.858,251,953,187,34
946,2,2024-06-02 08:24:00,person,0.63,278,129,186,69
948,1,2024-06-02 00:44:00,person,0.99,1539,68,247,27
949,4,2024-06-01 05:36:00,vehicle,0.893,240,94,61,109
950,2,2024-06-06 08:41:00,vehicle,0.99,210,121,179,288
951,1,2024-06-06 11:36:00,person,0.76,99,690,259,28
952,1,2024-06-01 04:10:00,person,0.527,9,328,272,254
953,3,2024-06-07 14:40:00,person,0.953,207,659,238,161
954,1,2024-06-06 12:56:00,person,0.832,1511,879,274,55
955,1,2024-06-07 04:17:00,unattended_bag,0.813,1667,446,242,72
956,1,2024-06-03 14:46:00,person,0.828,257,773,82,271
957,2,2024-06-07 17:08:00,person,0.728,613,666,203,198
958,2,2024-06-07 01:12:00,person,0.885,90,936,285,172
959,4,2024-06-07 00:25:00,person,0.794,1537,162,80,28
960,3,2024-06-07 11:17:00,vehicle,0.824,1520,709,163,246
961,2,2024-06-01 15:36:00,vehicle,0.906,233,881,113,131
962,4,2024-06-07 15:09:00,vehicle,0.811,260,787,105,240
963,1,2024-06-01 03:11:00,person,0.814,93,983,288,296
964,2,2024-06-06 07:07:00,person,0.919,1039,257,182,108
965,3,2024-06-01 23:45:00,person,0.734,1483,116,83,129
966,2,2024-06-02 10:29:00,vehicle,0.809,908,102,214,51
967,2,2024-06-01 07:07:00,vehicle,0.928,521,550,149,269
968,2,2024-06-02 19:23:00,person,0.864,791,539,29,215
969,1,2024-06-06 03:52:00,person,0.842,971,810,147,231
970,2,2024-06-01 12:12:00,vehicle,0.644,1509,166,126,226
971,3,2024-06-04 10:58:00,person,0.861,819,661,129,292
972,1,2024-06-02 20:51:00,person,0.773,697,265,74,108
973,3,2024-06-04 18:52:00,person,0.802,1734,391,200,276
974,2,2024-06-04 03:18:00,person,0.897,835,672,285,107
975,3,2024-06-01 05:26:00,person,0.7,270,318,179,61
976,4,2024-06-03 04:03:00,person,0.863,203,981,64,167
977,2,2024-06-03 04:51:00,vehicle,0.765,474,801,181,107
978,1,2024-06-01 16:49:00,vehicle,0.887,1301,145,227,161
979,2,2024-06-02 22:36:00,vehicle,0.824,627,59,156,104
980,1,2024-06-07 17:21:00,vehicle,0.844,1035,50,184,74
981,4,2024-06-02 14:17:00,person,0.99,976,916,78,179
982,1,2024-06-06 14:25:00,person,0.834,655,567,227,173
983,1,2024-06-05 06:08:00,person,0.793,100,680,109,138
984,1,2024-06-06 09:15:00,person,0.82,777,62,271,261
985,3,2024-06-06 08:52:00,unattended_bag,0.874,615,350,58,133
986,2,2024-06-06 16:46:00,person,0.964,569,154,35,260
987,1,2024-06-03 05:02:00,vehicle,0.538,1079,959,263,133
988,4,2024-06-02 19:48:00,vehicle,0.981,694,224,110,30
989,2,2024-06-07 04:30:00,vehicle,0.982,1044,669,113,224
990,4,2024-06-04 15:31:00,person,0.99,701,209,161,75
991,2,2024-06-04 11:47:00,vehicle,0.816,1353,22,121,206
992,1,2024-06-06 18:53:00,vehicle,0.722,329,33,120,282
993,3,2024-06-03 11:11:00,person,0.623,1793,540,87,222
994,1,2024-06-05 16:14:00,person,0.99,786,809,290,183
995,4,2024-06-04 13:08:00,person,0.99,947,172,214,278
997,4,2024-06-04 13:34:00,vehicle,0.732,1455,896,137,188
998,2,2024-06-07 13:49:00,person,0.609,1518,72,153,212
999,4,2024-06-07 09:17:00,person,0.852,148,838,129,135
1000,3,2024-06-05 13:01:00,person,0.832,478,222,225,137
1001,2,2024-06-02 03:09:00,person,0.824,959,478,71,172
1002,1,2024-06-01 18:16:00,person,0.824,485,464,136,227
1003,4,2024-06-05 12:41:00,person,0.897,709,130,280,293
1004,3,2024-06-05 18:56:00,vehicle,0.99,1320,864,293,264
1005,4,2024-06-05 08:16:00,person,0.825,1529,594,82,133
1006,2,2024-06-04 04:31:00,person,0.867,1654,669,244,111
1007,2,2024-06-04 22:43:00,person,0.916,209,108,254,138
1008,4,2024-06-02 06:37:00,vehicle,0.918,1026,950,110,206
1009,4,2024-06-03 04:29:00,person,0.648,777,984,226,278
1010,2,2024-06-02 21:52:00,person,0.736,91,509,194,79
1011,2,2024-06-05 06:50:00,person,0.99,1685,762,26,147
1012,3,2024-06-03 18:02:00,vehicle,0.742,430,782,193,221
1013,4,2024-06-01 10:36:00,vehicle,0.933,1701,399,158,103
1014,1,2024-06-01 09:07:00,person,0.786,438,583,178,29
1015,3,2024-06-01 21:14:00,person,0.979,836,462,292,274
1016,4,2024-06-06 05:24:00,person,0.688,1349,612,76,229
1017,1,2024-06-06 12:02:00,person,0.716,122,507,89,88
1018,1,2024-06-04 13:10:00,person,0.707,1784,768,146,185
1019,1,2024-06-05 08:24:00,person,0.578,1415,883,290,186
1020,4,2024-06-05 08:48:00,person,0.959,783,951,209,50
1021,3,2024-06-07 06:30:00,person,0.941,1666,927,230,292
1022,3,2024-06-05 08:44:00,person,0.99,179,898,183,53
1023,1,2024-06-07 03:18:00,vehicle,0.938,135,982,56,28
1024,4,2024-06-02 03:03:00,unattended_bag,0.637,760,782,129,286
1025,2,2024-06-06 11:23:00,person,0.892,70,638,82,168
1026,4,2024-06-04 17:13:00,person,0.99,597,941,98,128
1027,1,2024-06-05 07:22:00,person,0.708,273,909,160,80
1028,2,2024-06-07 06:39:00,vehicle,0.915,1366,723,203,126
1029,3,2024-06-07 19:22:00,unattended_bag,0.781,1296,748,153,180
1030,4,2024-06-05 12:26:00,person,0.625,16,702,198,36
1031,2,2024-06-03 17:45:00,vehicle,0.73,1459,574,22,262
1032,3,2024-06-03 22:02:00,vehicle,0.842,1284,573,147,164
1033,4,2024-06-06 19:24:00,vehicle,0.447,633,316,250,236
1034,3,2024-06-02 14:33:00,vehicle,0.857,445,419,115,171
1035,4,2024-06-02 17:16:00,person,0.78,786,503,220,80
1036,4,2024-06-02 08:17:00,person,0.84,1588,733,196,93
1037,4,2024-06-01 09:30:00,vehicle,0.716,788,311,283,285
1038,4,2024-06-06 06:10:00,unattended_bag,0.812,1343,632,189,257
1039,3,2024-06-02 07:25:00,person,0.788,407,190,197,263
1040,1,2024-06-01 20:21:00,person,0.909,1226,793,219,102
1041,4,2024-06-02 03:40:00,person,0.888,981,16,73,290
1042,1,2024-06-02 22:17:00,person,0.845,789,532,212,22
1043,1,2024-06-03 23:06:00,person,0.853,947,340,95,167
1045,1,2024-06-03 23:17:00,vehicle,0.829,690,886,255,254
1046,4,2024-06-01 22:09:00,person,0.834,450,439,63,73
1047,1,2024-06-04 02:27:00,vehicle,0.689,1214,128,60,25
1048,3,2024-06-02 23:42:00,person,0.745,1799,756,156,70
1049,3,2024-06-04 16:54:00,vehicle,0.755,1144,377,126,62
1050,3,2024-06-07 16:03:00,person,0.99,1305,397,268,50
1051,3,2024-06-03 14:38:00,person,0.949,795,879,57,214
1052,1,2024-06-04 18:09:00,vehicle,0.99,665,822,102,22
1053,3,2024-06-06 10:09:00,vehicle,0.814,511,290,171,116
1054,1,2024-06-01 04:59:00,unattended_bag,0.742,573,658,171,158
1055,2,2024-06-02 02:59:00,person,0.84,495,274,65,277
1056,2,2024-06-03 08:05:00,vehicle,0.759,566,80,216,188
1057,2,2024-06-01 05:01:00,person,0.752,301,251,204,21
1058,1,2024-06-06 21:23:00,person,0.583,1369,692,273,51
1059,1,2024-06-07 01:15:00,person,0.651,1579,35,20,109
1060,3,2024-06-01 08:33:00,person,0.789,317,255,81,174
1061,1,2024-06-04 21:16:00,vehicle,0.815,164,838,183,167
1062,2,2024-06-04 00:42:00,person,0.645,1157,512,290,256
1063,1,2024-06-02 14:16:00,person,0.99,807,918,93,291
1064,4,2024-06-07 22:06:00,vehicle,0.789,1050,978,107,289
1065,1,2024-06-01 15:16:00,unattended_bag,0.978,1475,362,224,219
1066,4,2024-06-01 11:17:00,vehicle,0.743,59,618,257,199
1067,4,2024-06-02 17:18:00,person,0.947,286,979,100,151
1068,4,2024-06-01 12:45:00,person,0.727,611,43,284,66
1069,1,2024-06-07 14:49:00,person,0.956,874,910,204,194
1070,4,2024-06-04 06:33:00,vehicle,0.664,1704,798,264,278
1071,4,2024-06-02 02:40:00,person,0.717,1404,179,147,247
1072,4,2024-06-02 12:31:00,vehicle,0.849,1402,714,201,148
1073,1,2024-06-05 10:51:00,person,0.908,173,983,168,214
1074,2,2024-06-06 09:50:00,person,0.99,1787,49,165,182
1075,4,2024-06-06 20:13:00,person,0.692,529,203,27,36
1076,4,2024-06-03 09:43:00,person,0.703,657,936,48,126
1077,4,2024-06-01 20:07:00,vehicle,0.759,784,992,195,229
1079,4,2024-06-05 04:17:00,person,0.977,1569,665,28,164
1080,4,2024-06-06 01:30:00,person,0.947,1287,658,213,240
1081,4,2024-06-02 20:29:00,person,0.99,696,517,102,53
1082,3,2024-06-05 22:01:00,person,0.712,1753,605,235,233
1083,1,2024-06-04 16:57:00,person,0.931,1324,887,231,75
1084,1,2024-06-05 04:08:00,person,0.766,1174,885,146,251
1085,4,2024-06-01 05:31:00,person,0.785,264,716,139,75
1086,2,2024-06-06 15:09:00,vehicle,0.844,1516,634,230,242
1087,4,2024-06-04 08:59:00,vehicle,0.739,1537,72,181,26
1088,1,2024-06-03 23:56:00,vehicle,0.88,237,961,197,115
1089,4,2024-06-06 03:41:00,person,0.974,465,646,280,176
1090,1,2024-06-01 19:41:00,vehicle,0.711,1117,260,208,30
1091,1,2024-06-04 08:52:00,vehicle,0.912,773,355,100,198
1092,3,2024-06-07 12:04:00,person,0.879,365,196,34,212
1094,1,2024-06-05 07:27:00,vehicle,0.814,1159,325,265,174
1095,1,2024-06-02 09:32:00,person,0.824,571,114,99,282
1096,1,2024-06-03 01:50:00,person,0.881,496,931,232,181
1097,1,2024-06-03 02:25:00,vehicle,0.99,1695,89,124,80
1098,3,2024-06-03 12:45:00,person,0.726,142,969,205,103
1099,3,2024-06-04 18:44:00,person,0.791,772,598,272,65
1100,2,2024-06-03 21:46:00,person,0.831,46,482,286,136
1101,1,2024-06-03 10:59:00,person,0.74,1170,123,91,171
1102,1,2024-06-01 23:28:00,person,0.783,1528,703,46,67
1103,4,2024-06-07 01:50:00,unattended_bag,0.868,1133,167,212,69
1104,4,2024-06-06 21:47:00,person,0.824,1661,828,255,112
1105,1,2024-06-07 15:52:00,person,0.914,122,765,38,165
1106,2,2024-06-01 05:43:00,unattended_bag,0.782,149,973,241,183
1107,3,2024-06-03 04:34:00,person,0.848,333,204,26,85
1108,3,2024-06-06 02:45:00,person,0.917,1617,484,292,232
1109,4,2024-06-04 08:31:00,vehicle,0.702,431,286,201,180
1110,3,2024-06-03 07:56:00,person,0.659,338,462,203,39
1111,4,2024-06-02 13:47:00,person,0.762,705,363,114,290
1112,3,2024-06-06 00:46:00,person,0.626,913,177,217,58
1113,2,2024-06-05 19:12:00,person,0.722,1713,324,136,124
1114,2,2024-06-03 08:46:00,vehicle,0.862,6,642,283,201
1115,1,2024-06-07 10:40:00,vehicle,0.824,421,239,26,102
1117,1,2024-06-03 07:17:00,vehicle,0.847,794,436,176,190
1118,1,2024-06-06 21:18:00,vehicle,0.838,1345,452,143,197
1119,1,2024-06-03 21:40:00,vehicle,0.697,1757,711,217,170
1120,4,2024-06-02 17:38:00,vehicle,0.774,1056,933,255,264
1121,3,2024-06-02 23:55:00,vehicle,0.787,1385,0,233,199
1122,4,2024-06-03 11:37:00,person,0.99,956,719,175,271
1123,2,2024-06-07 01:09:00,person,0.772,439,339,41,246
1124,2,2024-06-02 13:59:00,person,0.679,565,324,84,91
1125,4,2024-06-02 03:35:00,unattended_bag,0.758,1706,456,244,291
1126,2,2024-06-03 18:02:00,person,0.594,779,62,155,296
1127,3,2024-06-05 22:33:00,person,0.846,489,952,229,57
1128,2,2024-06-03 03:43:00,person,0.749,1512,339,285,153
1129,1,2024-06-03 02:49:00,person,0.894,569,385,239,193
1130,1,2024-06-06 15:17:00,person,0.973,1306,787,284,78
1131,4,2024-06-02 05:21:00,person,0.87,200,863,286,204
1132,4,2024-06-04 06:50:00,person,0.896,1363,428,87,287
1133,1,2024-06-01 21:33:00,person,0.826,1662,878,99,159
1134,1,2024-06-07 20:53:00,person,0.935,117,221,103,195
1135,4,2024-06-04 12:55:00,person,0.951,1623,596,229,287
1136,3,2024-06-02 14:40:00,person,0.941,1187,477,279,80
1137,3,2024-06-05 11:05:00,person,0.918,492,270,93,205
1138,4,2024-06-06 02:41:00,person,0.864,388,361,261,244
1139,3,2024-06-01 03:06:00,unattended_bag,0.99,711,164,91,24
1140,3,2024-06-04 11:51:00,person,0.838,1564,806,228,52
1141,4,2024-06-04 20:59:00,person,0.868,1391,537,237,58
1142,1,2024-06-03 13:41:00,person,0.926,16,254,266,169
1143,4,2024-06-03 12:05:00,person,0.88,1438,252,127,149
1144,2,2024-06-05 17:35:00,person,0.816,1332,760,266,251
1145,2,2024-06-01 20:23:00,vehicle,0.639,1307,756,223,284
1146,3,2024-06-02 18:46:00,person,0.788,1268,158,178,288
1147,3,2024-06-06 16:10:00,person,0.746,13,705,210,143
1148,3,2024-06-04 03:27:00,vehicle,0.99,1409,649,181,71
1150,2,2024-06-05 16:01:00,person,0.814,1482,241,76,225
1151,4,2024-06-01 10:43:00,person,0.963,910,574,43,111
1152,2,2024-06-01 21:27:00,vehicle,0.843,1121,314,294,160
1153,4,2024-06-05 20:14:00,person,0.707,622,280,197,113
1154,2,2024-06-06 05:32:00,person,0.809,1275,200,103,42
1155,1,2024-06-06 01:38:00,person,0.701,253,396,296,160
1156,2,2024-06-01 05:51:00,person,0.868,867,1,117,284
1157,3,2024-06-06 00:02:00,vehicle,0.608,62,330,283,139
1158,1,2024-06-04 14:56:00,person,0.774,1124,349,156,265
1159,1,2024-06-06 14:34:00,person,0.99,1344,402,209,137
1161,3,2024-06-01 02:41:00,vehicle,0.824,1406,874,133,72
1163,2,2024-06-04 05:33:00,person,0.886,874,596,82,135
1164,1,2024-06-06 02:15:00,person,0.823,688,905,227,272
1165,3,2024-06-07 20:58:00,person,0.812,741,722,202,241
1166,1,2024-06-05 22:08:00,person,0.799,1095,249,179,143
1167,4,2024-06-02 20:02:00,vehicle,0.871,506,78,54,110
1168,4,2024-06-01 19:41:00,person,0.824,1689,603,58,287
1169,3,2024-06-07 02:18:00,unattended_bag,0.781,1579,209,120,104
1170,1,2024-06-06 15:53:00,person,0.783,492,982,36,116
1171,2,2024-06-05 11:43:00,person,0.821,1799,314,32,238
1172,1,2024-06-02 11:12:00,person,0.874,1048,496,123,233
1173,3,2024-06-06 05:51:00,person,0.712,1109,807,241,226
1174,2,2024-06-01 22:27:00,person,0.99,80,21,285,210
1175,4,2024-06-04 12:41:00,person,0.942,232,531,159,39
1176,2,2024-06-03 17:35:00,person,0.714,757,597,226,283
1177,3,2024-06-03 13:03:00,vehicle,0.705,1634,85,69,107
1178,2,2024-06-03 02:32:00,person,0.924,1090,921,207,194
1179,2,2024-06-04 17:25:00,person,0.716,706,772,168,208
1180,1,2024-06-05 23:46:00,person,0.702,1477,434,169,251
1181,1,2024-06-01 22:30:00,vehicle,0.621,49,884,211,230
1182,1,2024-06-06 12:40:00,vehicle,0.894,826,823,256,30
1183,4,2024-06-02 13:14:00,person,0.867,531,374,203,97
1184,2,2024-06-02 19:19:00,person,0.838,232,460,277,35
1185,1,2024-06-02 15:47:00,person,0.937,1152,127,162,77
1186,4,2024-06-02 22:48:00,person,0.911,455,7,158,238
1187,1,2024-06-01 03:32:00,person,0.884,159,382,212,60
1188,1,2024-06-01 01:40:00,vehicle,0.899,172,340,221,138
1189,1,2024-06-05 15:47:00,person,0.895,1119,23,259,80
1190,1,2024-06-07 19:18:00,person,0.746,1676,370,174,210
1191,3,2024-06-01 02:02:00,person,0.922,31,36,75,129
1192,2,2024-06-05 23:59:00,person,0.74,1669,586,80,207
1193,3,2024-06-07 17:53:00,person,0.778,483,228,102,30
1194,2,2024-06-02 01:07:00,person,0.939,1005,463,97,126
1195,2,2024-06-02 20:00:00,person,0.813,1172,628,218,295
1196,1,2024-06-04 08:28:00,person,0.715,479,601,218,220
1197,1,2024-06-02 17:44:00,person,0.951,1239,10,216,134
1198,4,2024-06-03 03:39:00,person,0.743,833,304,285,262
1199,3,2024-06-03 05:57:00,person,0.835,681,217,181,284
1200,1,2024-06-07 01:42:00,person,0.949,571,716,206,292
1202,4,2024-06-05 21:10:00,person,0.829,995,995,299,273
1204,2,2024-06-03 03:08:00,vehicle,0.719,1646,534,176,222
1205,3,2024-06-05 10:59:00,person,0.818,488,356,271,62
1206,4,2024-06-05 08:05:00,vehicle,0.794,815,507,132,272
1207,3,2024-06-06 00:00:00,person,0.881,560,481,282,94
1208,3,2024-06-06 12:55:00,vehicle,0.681,1558,708,92,266
1209,1,2024-06-07 03:10:00,person,0.708,1383,770,244,57
1210,2,2024-06-06 06:39:00,person,0.792,109,45,161,268
1211,1,2024-06-03 17:42:00,person,0.781,614,691,211,90
1212,2,2024-06-06 07:45:00,person,0.736,948,387,278,26
1213,4,2024-06-07 05:19:00,vehicle,0.712,1746,898,170,73
1214,4,2024-06-04 06:35:00,person,0.809,472,563,208,243
1215,1,2024-06-04 02:44:00,vehicle,0.688,350,500,260,197
1216,2,2024-06-05 01:34:00,person,0.791,617,642,194,34
1218,4,2024-06-01 18:05:00,vehicle,0.84,346,461,76,262
1219,1,2024-06-06 21:31:00,person,0.689,1432,962,225,161
1220,1,2024-06-07 02:12:00,person,0.878,958,36,169,132
1221,4,2024-06-07 13:34:00,vehicle,0.658,709,212,266,34
1222,3,2024-06-07 23:34:00,person,0.863,1372,354,246,294
1223,3,2024-06-03 11:03:00,person,0.84,1426,119,92,159
1224,3,2024-06-04 12:21:00,vehicle,0.91,839,198,272,242
1225,4,2024-06-06 20:14:00,person,0.865,481,967,123,230
1227,2,2024-06-04 09:46:00,person,0.788,1544,441,241,271
1228,1,2024-06-06 08:08:00,vehicle,0.824,1125,586,106,232
1229,1,2024-06-05 23:07:00,person,0.629,1485,160,105,229
1230,1,2024-06-07 16:31:00,vehicle,0.623,63,687,220,153
1231,2,2024-06-07 02:34:00,vehicle,0.756,181,999,98,217
1232,2,2024-06-01 05:53:00,person,0.924,1316,320,233,243
1233,2,2024-06-07 08:59:00,person,0.799,651,362,170,248
1234,2,2024-06-07 02:45:00,person,0.689,668,308,275,289
1235,2,2024-06-04 01:39:00,vehicle,0.888,699,402,105,55
1236,2,2024-06-06 18:28:00,vehicle,0.815,1319,947,216,242
1237,2,2024-06-03 02:01:00,person,0.649,1289,487,108,298
1238,4,2024-06-04 15:35:00,person,0.723,1655,454,274,98
1239,1,2024-06-06 06:32:00,person,0.813,685,110,152,114
1240,1,2024-06-01 20:39:00,person,0.867,1297,527,82,67
1241,4,2024-06-01 03:43:00,person,0.865,68,772,277,53
1242,1,2024-06-03 21:34:00,person,0.834,1365,449,59,98
1243,1,2024-06-03 00:53:00,person,0.66,413,394,266,266
1244,4,2024-06-02 20:48:00,unattended_bag,0.83,398,979,45,122
1245,1,2024-06-06 16:20:00,person,0.715,1125,682,224,283
1247,3,2024-06-02 22:07:00,unattended_bag,0.794,1270,450,96,162
1248,4,2024-06-07 04:54:00,person,0.954,1077,947,36,266
1249,4,2024-06-03 14:59:00,person,0.643,590,641,75,82
1250,3,2024-06-01 11:52:00,person,0.944,893,596,147,128
1251,4,2024-06-05 12:00:00,unattended_bag,0.913,27,455,278,178
1252,2,2024-06-05 04:31:00,person,0.799,542,955,83,131
1253,4,2024-06-07 18:06:00,vehicle,0.784,246,186,270,151
1254,4,2024-06-03 00:07:00,person,0.733,379,168,105,284
1255,1,2024-06-02 22:04:00,person,0.829,1564,641,236,235
1256,4,2024-06-05 02:49:00,unattended_bag,0.863,1200,696,162,105
1257,2,2024-06-06 12:09:00,unattended_bag,0.939,24,153,184,228
1258,1,2024-06-02 06:45:00,person,0.99,1192,543,279,60
1259,3,2024-06-01 00:50:00,person,0.964,843,883,135,120
1261,3,2024-06-01 05:15:00,unattended_bag,0.891,81,105,271,279
1262,4,2024-06-05 13:53:00,person,0.906,288,820,261,222
1263,4,2024-06-01 04:19:00,person,0.836,362,87,127,140
1264,2,2024-06-07 09:05:00,person,0.727,394,468,180,39
1265,1,2024-06-05 08:16:00,person,0.969,1671,197,160,22
1266,1,2024-06-01 23:35:00,person,0.893,1317,488,215,173
1267,1,2024-06-02 10:52:00,person,0.638,587,727,75,94
1268,1,2024-06-01 18:37:00,person,0.99,823,928,129,118
1269,1,2024-06-03 10:45:00,vehicle,0.76,627,983,193,132
1270,3,2024-06-06 10:49:00,person,0.615,810,759,64,147
1271,2,2024-06-04 23:28:00,unattended_bag,0.954,689,352,42,62
1272,4,2024-06-04 10:40:00,person,0.675,195,276,188,90
1273,2,2024-06-05 08:33:00,vehicle,0.821,722,105,143,106
1274,2,2024-06-01 05:59:00,person,0.969,470,85,207,155
1275,4,2024-06-02 23:43:00,vehicle,0.769,1508,5,45,243
1276,2,2024-06-06 11:08:00,vehicle,0.956,903,900,241,196
1277,4,2024-06-07 19:32:00,person,0.887,340,622,28,207
1278,4,2024-06-05 07:15:00,person,0.819,1742,129,161,213
1279,2,2024-06-01 23:12:00,vehicle,0.917,725,562,117,234
1280,4,2024-06-07 01:07:00,vehicle,0.89,274,543,218,135
1281,1,2024-06-07 15:15:00,person,0.81,1436,787,202,284
1282,3,2024-06-01 06:30:00,person,0.913,1202,536,138,181
1283,2,2024-06-06 05:44:00,person,0.807,127,815,50,256
1284,4,2024-06-05 03:28:00,unattended_bag,0.597,1373,25,144,173
1285,2,2024-06-01 10:46:00,person,0.824,810,395,209,102
1286,2,2024-06-03 08:52:00,person,0.792,1026,739,281,102
1287,3,2024-06-07 12:56:00,person,0.861,1323,585,231,41
1288,3,2024-06-07 18:52:00,person,0.984,1602,283,298,222
1289,1,2024-06-02 20:09:00,vehicle,0.835,468,236,162,209
1290,4,2024-06-06 16:11:00,vehicle,0.816,511,749,206,261
1291,2,2024-06-05 10:40:00,vehicle,0.926,890,234,80,139
1292,2,2024-06-05 18:45:00,vehicle,0.807,1522,909,206,174
1293,4,2024-06-02 18:35:00,person,0.924,663,717,256,264
1294,2,2024-06-01 17:05:00,person,0.745,1745,90,138,70
1295,4,2024-06-02 17:23:00,person,0.497,862,370,47,159
1296,2,2024-06-05 17:50:00,person,0.99,1474,926,209,157
1297,3,2024-06-05 17:22:00,person,0.906,757,980,101,29
1299,4,2024-06-02 07:10:00,person,0.583,1437,964,234,53
1301,2,2024-06-06 15:01:00,person,0.823,121,511,30,147
1302,4,2024-06-02 10:55:00,person,0.873,1253,602,76,139
1303,1,2024-06-02 17:48:00,vehicle,0.824,1040,908,203,195
1304,3,2024-06-06 06:38:00,vehicle,0.824,5,536,218,24
1305,1,2024-06-03 15:44:00,vehicle,0.598,1109,332,139,245
1306,2,2024-06-06 03:37:00,person,0.766,153,78,91,102
1307,4,2024-06-06 14:18:00,person,0.752,368,756,82,254
1308,2,2024-06-06 14:50:00,person,0.687,864,983,39,205
1309,2,2024-06-03 11:55:00,person,0.824,778,382,24,179
1310,2,2024-06-06 01:14:00,person,0.793,67,26,293,174
1311,1,2024-06-03 18:56:00,vehicle,0.838,185,967,158,206
1312,4,2024-06-06 20:57:00,vehicle,0.676,1287,479,102,79
1313,2,2024-06-06 18:12:00,person,0.99,310,198,270,263
1314,4,2024-06-02 14:19:00,person,0.848,1792,712,132,183
1315,2,2024-06-05 13:04:00,person,0.903,661,215,110,270
1316,1,2024-06-04 19:25:00,person,0.729,781,570,135,297
1317,3,2024-06-07 02:05:00,person,0.782,47,656,224,243
1318,1,2024-06-02 19:05:00,person,0.785,444,957,20,128
1319,1,2024-06-03 10:22:00,person,0.99,444,191,272,55
1320,1,2024-06-05 17:04:00,person,0.979,1272,260,94,241
1321,2,2024-06-02 06:15:00,person,0.749,1189,696,258,200
1322,3,2024-06-07 01:19:00,vehicle,0.985,1432,768,190,251
1323,4,2024-06-04 19:20:00,person,0.862,1486,801,20,235
1324,3,2024-06-07 11:49:00,person,0.785,40,581,163,72
1325,3,2024-06-03 22:19:00,person,0.865,42,260,99,239
1326,2,2024-06-05 18:32:00,vehicle,0.962,1562,795,174,178
1327,4,2024-06-04 17:04:00,person,0.63,1201,606,254,153
1328,4,2024-06-07 18:45:00,person,0.926,274,436,237,286
1329,1,2024-06-05 02:05:00,person,0.965,705,19,117,248
1331,4,2024-06-03 23:27:00,person,0.699,200,823,223,186
1332,1,2024-06-05 19:00:00,person,0.778,844,2,122,246
1333,1,2024-06-02 14:10:00,person,0.602,1589,740,231,96
1334,2,2024-06-03 11:47:00,person,0.808,76,541,156,128
1335,4,2024-06-04 10:09:00,person,0.99,1391,926,37,173
1336,4,2024-06-07 22:00:00,person,0.727,1696,568,87,228
1337,4,2024-06-02 16:32:00,person,0.764,512,719,250,276
1338,3,2024-06-05 01:47:00,vehicle,0.71,238,140,26,278
1339,1,2024-06-04 06:34:00,person,0.881,935,566,241,201
1340,4,2024-06-07 02:10:00,person,0.914,647,466,294,45
1341,2,2024-06-07 05:44:00,unattended_bag,0.824,322,546,209,95
1342,4,2024-06-04 12:09:00,vehicle,0.956,283,653,289,193
1343,4,2024-06-02 22:05:00,person,0.985,1068,715,162,59
1345,2,2024-06-02 00:26:00,person,0.698,199,53,27,87
1346,3,2024-06-03 23:15:00,person,0.815,141,891,159,189
1347,1,2024-06-07 07:19:00,person,0.913,1294,373,133,291
1348,1,2024-06-07 23:50:00,vehicle,0.824,996,229,184,69
1349,1,2024-06-06 02:09:00,vehicle,0.845,1074,19,165,293
1350,3,2024-06-05 02:31:00,person,0.892,1288,835,208,93
